date,symbol,action,quantity
2026-03-02,SI=F,sell,36
2026-03-03,GC=F,sell,83
2026-03-03,SI=F,sell,94
2026-03-03,SI=F,sell,90
2026-03-03,SI=F,sell,33
2026-03-03,GC=F,buy,24
2026-03-04,SI=F,sell,43
2026-03-04,GC=F,sell,83
2026-03-04,CL=F,buy,27
2026-03-04,SI=F,sell,73
2026-03-04,CL=F,buy,9
2026-03-04,SI=F,sell,54
2026-03-05,GC=F,sell,92
2026-03-05,CL=F,buy,22
2026-03-05,CL=F,buy,17
2026-03-05,CL=F,buy,12
2026-03-05,CL=F,buy,24
2026-03-05,SI=F,buy,13
2026-03-06,GC=F,sell,25
2026-03-06,SI=F,buy,31
2026-03-06,CL=F,buy,20
2026-03-06,GC=F,sell,39
2026-03-06,GC=F,sell,97
2026-03-06,GC=F,sell,55
2026-03-06,SI=F,buy,36
2026-03-06,CL=F,buy,18
2026-03-06,GC=F,sell,75
2026-03-06,CL=F,buy,14
2026-03-07,GC=F,sell,62
2026-03-07,CL=F,sell,28
2026-03-07,CL=F,sell,72
2026-03-07,CL=F,sell,96
2026-03-07,CL=F,buy,19
2026-03-08,GC=F,buy,41
2026-03-08,GC=F,sell,29
2026-03-08,CL=F,buy,45
2026-03-08,GC=F,sell,81
2026-03-08,GC=F,buy,22
2026-03-08,GC=F,sell,21
2026-03-08,CL=F,sell,41
2026-03-08,GC=F,sell,27
2026-03-08,SI=F,sell,36
2026-03-08,CL=F,sell,68
2026-03-09,CL=F,sell,25
2026-03-09,GC=F,sell,10
2026-03-09,CL=F,sell,84
2026-03-09,CL=F,buy,15
2026-03-09,CL=F,sell,53
2026-03-10,GC=F,buy,17
2026-03-10,GC=F,sell,68
2026-03-10,CL=F,buy,9
2026-03-10,CL=F,buy,37
2026-03-10,CL=F,sell,84
2026-03-10,SI=F,buy,46
2026-03-10,CL=F,sell,30
2026-03-10,SI=F,sell,50
2026-03-11,GC=F,buy,25
2026-03-11,CL=F,sell,65
2026-03-11,SI=F,buy,37
2026-03-11,CL=F,buy,1
2026-03-11,CL=F,buy,17
2026-03-11,CL=F,sell,17
2026-03-11,SI=F,buy,24
2026-03-11,SI=F,sell,80
2026-03-11,CL=F,sell,23
2026-03-11,GC=F,sell,23
2026-03-11,CL=F,buy,37
2026-03-11,CL=F,buy,47
